2.070000,1,5.940000,S^ R^M^R^ S^NDNP MRMP
9.810000,2,5.940000,S^ R^M^R^ S^NDNP MRMP
17.550000,1,5.880000,DNS^R^M^ SR MPDN S^R^M^R^
25.230000,2,5.880000,DNS^R^M^ SR MPDN S^R^M^R^
