0.0	0.0
0.01	0.0
0.02	0.0
0.03	0.0
0.04	0.0
0.05	0.0
0.06	0.0
0.07	0.0
0.08	0.0
0.09	0.0
0.1	0.0
0.11	0.0
0.12	0.0
0.13	0.0
0.14	0.0
0.15	0.0
0.16	0.0
0.17	0.0
0.18	0.0
0.19	0.0
0.2	0.0
0.21	0.0
0.22	0.0
0.23	0.0
0.24	0.0
0.25	0.0
0.26	0.0
0.27	0.0
0.28	0.0
0.29	0.0
0.3	0.0
0.31	0.0
0.32	0.0
0.33	0.0
0.34	0.0
0.35	0.0
0.36	0.0
0.37	0.0
0.38	0.0
0.39	0.0
0.4	0.0
0.41	0.0
0.42	0.0
0.43	0.0
0.44	0.0
0.45	0.0
0.46	0.0
0.47	0.0
0.48	0.0
0.49	0.0
0.5	0.0
0.51	0.0
0.52	0.0
0.53	0.0
0.54	0.0
0.55	0.0
0.56	0.0
0.57	0.0
0.58	0.0
0.59	0.0
0.6	0.0
0.61	0.0
0.62	0.0
0.63	0.0
0.64	0.0
0.65	0.0
0.66	0.0
0.67	0.0
0.68	0.0
0.69	0.0
0.7	0.0
0.71	0.0
0.72	0.0
0.73	0.0
0.74	0.0
0.75	0.0
0.76	0.0
0.77	0.0
0.78	0.0
0.79	0.0
0.8	0.0
0.81	0.0
0.82	0.0
0.83	0.0
0.84	0.0
0.85	0.0
0.86	0.0
0.87	230.40663
0.88	229.07962
0.89	227.76021
0.9	226.44838
0.91	225.14413
0.92	223.84738
0.93	222.5581
0.94	221.27626
0.95	221.27626
0.96	221.27626
0.97	221.27626
0.98	221.27626
0.99	221.27626
1.0	222.5581
1.01	222.5581
1.02	223.84738
1.03	223.84738
1.04	223.84738
1.05	223.84738
1.06	223.84738
1.07	223.84738
1.08	223.84738
1.09	223.84738
1.1	223.84738
1.11	223.84738
1.12	222.5581
1.13	223.84738
1.14	222.5581
1.15	222.5581
1.16	221.27626
1.17	220.00182
1.18	220.00182
1.19	218.73468
1.2	218.73468
1.21	218.73468
1.22	218.73468
1.23	218.73468
1.24	218.73468
1.25	218.73468
1.26	220.00182
1.27	220.00182
1.28	220.00182
1.29	220.00182
1.3	220.00182
1.31	220.00182
1.32	220.00182
1.33	220.00182
1.34	221.27626
1.35	220.00182
1.36	221.27626
1.37	221.27626
1.38	221.27626
1.39	221.27626
1.4	221.27626
1.41	221.27626
1.42	221.27626
1.43	221.27626
1.44	221.27626
1.45	221.27626
1.46	220.00182
1.47	220.00182
1.48	220.00182
1.49	220.00182
1.5	218.73468
1.51	218.73468
1.52	218.73468
1.53	218.73468
1.54	217.47487
1.55	217.47487
1.56	218.73468
1.57	218.73468
1.58	218.73468
1.59	218.73468
1.6	218.73468
1.61	218.73468
